,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,state
701,Happy (b),11819,Valid,OC,2505.0,Found,1972.0,34.59333,-101.99333,"(34.593330, -101.993330)",US-TX
702,Happy (c),11820,Valid,OC,884.3,Found,1971.0,34.58333,-102.05,"(34.583330, -102.050000)",US-TX
703,Happy Canyon,11821,Valid,EL6/7,16300.0,Found,1971.0,34.80167,-101.56667,"(34.801670, -101.566670)",US-TX
704,Hardesty,11825,Valid,"Iron, IIIAB",8580.0,Found,1986.0,36.57,-101.19,"(36.570000, -101.190000)",US-OK
705,Harding County,11826,Valid,L4,3075.0,Found,1941.0,45.5,-103.5,"(45.500000, -103.500000)",US-SD
706,Hardtner,11827,Valid,L6,13000.0,Found,1972.0,37.06667,-98.66167,"(37.066670, -98.661670)",US-KS
707,Hardwick,11828,Valid,L4,7800.0,Found,1937.0,43.8,-96.16667,"(43.800000, -96.166670)",US-MN
708,Harlowton,11831,Valid,"Iron, IAB-ung",4000.0,Found,1975.0,46.43333,-109.83333,"(46.433330, -109.833330)",US-MT
709,Harper Dry Lake 001,11832,Valid,LL3,13.0,Found,1999.0,35.05102,-117.30672,"(35.051020, -117.306720)",US-NV
710,Harper Dry Lake 002,11833,Valid,H6,12.0,Found,1999.0,35.05067,-117.30095,"(35.050670, -117.300950)",US-NV
711,Harper Dry Lake 003,11834,Valid,L6,95.0,Found,1999.0,35.0425,-117.30837,"(35.042500, -117.308370)",US-NV
712,Harper Dry Lake 004,11835,Valid,LL3,37.0,Found,1999.0,35.05523,-117.30257,"(35.055230, -117.302570)",US-NV
713,Harper Dry Lake 005,11836,Valid,H6,24.0,Found,1999.0,35.05063,-117.30188,"(35.050630, -117.301880)",US-NV
714,Harper Dry Lake 006,11837,Valid,H6,26.0,Found,1999.0,35.04722,-117.30752,"(35.047220, -117.307520)",US-NV
715,Harper Dry Lake 007,11838,Valid,H5,166.7,Found,2000.0,35.04953,-117.26357,"(35.049530, -117.263570)",US-NV
716,Harper Dry Lake 008,11839,Valid,H6,12.5,Found,2000.0,35.05193,-117.26138,"(35.051930, -117.261380)",US-NV
717,Harper Dry Lake 017,45964,Valid,H6,16.4,Found,2007.0,35.04102,-117.27465,"(35.041020, -117.274650)",US-NV
718,Harper Dry Lake 018,52983,Valid,H6,39.7,Found,2007.0,35.0421,-117.27512,"(35.042100, -117.275120)",US-NV
719,Harper Dry Lake 019,45965,Valid,L6,118.7,Found,2007.0,35.04015,-117.27283,"(35.040150, -117.272830)",US-NV
720,Harper Dry Lake 029,52112,Valid,H6,11.56,Found,2008.0,35.04568,-117.26658,"(35.045680, -117.266580)",US-NV
721,Harper Dry Lake 036,52853,Valid,L6,85.5,Found,2010.0,35.03333,-117.28333,"(35.033330, -117.283330)",US-NV
722,Harriman (Of),11840,Valid,"Iron, IVA",30000.0,Found,1947.0,35.95,-84.56667,"(35.950000, -84.566670)",US-TN
723,Harriman (Om),11841,Valid,"Iron, IIIAB",13000.0,Found,1938.0,35.95,-84.56667,"(35.950000, -84.566670)",US-TN
724,Harrison Township,11843,Valid,L6,3263.0,Found,1945.0,38.33333,-101.71167,"(38.333330, -101.711670)",US-KS
725,Harrisonville,11844,Valid,L6,46500.0,Found,1933.0,38.65,-94.33333,"(38.650000, -94.333330)",US-MO
726,Hart,56555,Valid,CK3,966.0,Found,2010.0,34.37718,-102.11672,"(34.377180, -102.116720)",US-TX
727,Hart Camp,11846,Valid,H6,1200.0,Found,1970.0,33.99833,-102.17667,"(33.998330, -102.176670)",US-TX
728,Hartley,11847,Valid,L,2100.0,Found,1967.0,35.94167,-102.16,"(35.941670, -102.160000)",US-TX
729,Hartsel,30725,Valid,H4,490.0,Found,2000.0,38.83333,-105.8,"(38.833330, -105.800000)",US-CO
730,Haskell,11849,Valid,L5,36000.0,Found,1909.0,33.21333,-99.73167,"(33.213330, -99.731670)",US-TX
731,Hasparos,11850,Valid,"Iron, IAB-MG",12880.0,Found,1935.0,34.0,-105.5,"(34.000000, -105.500000)",US-NM
732,Hassayampa,11851,Valid,H4,16000.0,Found,1963.0,33.75,-112.66667,"(33.750000, -112.666670)",US-AZ
733,Hat Creek,11853,Valid,H4,8900.0,Found,1939.0,42.91667,-104.41667,"(42.916670, -104.416670)",US-WY
734,Hatfield,11854,Valid,"Iron, IAB complex",21.0,Found,1941.0,34.48333,-94.45,"(34.483330, -94.450000)",US-TX
735,Havana,11857,Valid,"Iron, IAB complex",,Found,301.0,40.33333,-90.05,"(40.333330, -90.050000)",US-IL
736,Haven,11858,Valid,H6,6100.0,Found,1950.0,37.96417,-97.75583,"(37.964170, -97.755830)",US-KS
737,Haviland (a),11860,Valid,H5,1035.0,Found,1937.0,37.61667,-99.1,"(37.616670, -99.100000)",US-KS
738,Haviland (b),11861,Valid,H5,2092.0,Found,1976.0,37.59667,-99.125,"(37.596670, -99.125000)",US-KS
739,Hawk Springs,11862,Valid,H5,367.0,Found,1935.0,41.78333,-104.28333,"(41.783330, -104.283330)",US-WY
740,Haxtun,11863,Valid,H/L4,15500.0,Found,1975.0,40.45667,-102.57834,"(40.456670, -102.578340)",US-NE
741,Hayden Creek,11864,Valid,"Iron, IIIAB",270.0,Found,1895.0,45.0,-114.0,"(45.000000, -114.000000)",US-ID
742,Hayes Center,11865,Valid,L6,4500.0,Found,1941.0,40.51667,-101.03333,"(40.516670, -101.033330)",US-NE
743,Hebron,11867,Valid,H6,21820.0,Found,1965.0,40.16667,-97.6,"(40.166670, -97.600000)",US-NE
744,Hendersonville,11873,Valid,L5,6000.0,Found,1901.0,35.31667,-81.46667,"(35.316670, -81.466670)",US-NC
745,Hereford,11876,Valid,OC,2276.0,Found,1970.0,33.795,-102.24167,"(33.795000, -102.241670)",US-TX
746,Hesston,11879,Valid,L6,12900.0,Found,1951.0,38.11667,-97.43333,"(38.116670, -97.433330)",US-KS
747,Hickiwan,11881,Valid,H5,1928.0,Found,1974.0,32.35833,-112.40889,"(32.358330, -112.408890)",US-AZ
748,Hildreth,11885,Valid,L5,3060.0,Found,1894.0,40.33333,-99.03333,"(40.333330, -99.033330)",US-NE
749,Hill City,11886,Valid,"Iron, IVA",11700.0,Found,1947.0,39.36667,-99.85,"(39.366670, -99.850000)",US-KS
750,Hobbs,11891,Valid,H4,2300.0,Found,1933.0,32.73333,-103.1,"(32.733330, -103.100000)",US-NM
751,Hobbs (b),11892,Valid,H5,1600.0,Found,1933.0,32.73333,-103.1,"(32.733330, -103.100000)",US-NM
752,Holland's Store,11896,Valid,"Iron, IIAB",12200.0,Found,1887.0,34.36667,-85.43333,"(34.366670, -85.433330)",US-AL
753,Holliday,11897,Valid,Iron,12.0,Found,1950.0,33.75,-98.83333,"(33.750000, -98.833330)",US-TX
754,Holly,11898,Valid,H4,299.0,Found,1937.0,38.06667,-102.1,"(38.066670, -102.100000)",US-CO
755,Holyoke,11900,Valid,H4,11200.0,Found,1933.0,40.56667,-102.3,"(40.566670, -102.300000)",US-NE
756,Hope,11905,Valid,"Iron, IAB-MG",6800.0,Found,1955.0,33.68333,-93.6,"(33.683330, -93.600000)",US-TX
757,Hopper,11907,Valid,"Iron, IIIAB",1800.0,Found,1889.0,36.55,-79.78333,"(36.550000, -79.783330)",US-NC
758,Horace,11908,Valid,H5,19700.0,Found,1940.0,38.35,-101.78333,"(38.350000, -101.783330)",US-KS
759,Horse Creek,11910,Valid,"Iron, ungrouped",570.0,Found,1937.0,37.58333,-102.76667,"(37.583330, -102.766670)",US-CO
760,Hot Springs,11912,Valid,"Iron, IIIAB",4700.0,Found,1995.0,39.66667,-118.96667,"(39.666670, -118.966670)",US-NV
761,Howe,11914,Valid,H5,8630.0,Found,1938.0,33.5,-96.6,"(33.500000, -96.600000)",US-TX
762,Hualapai Wash,11917,Valid,L6,240.0,Found,2000.0,35.86333,-114.19333,"(35.863330, -114.193330)",US-NV
763,Hualapai Wash 020,11918,Valid,H5,60.9,Found,2003.0,35.83833,-114.16617,"(35.838330, -114.166170)",US-NV
764,Hualapai Wash 021,11919,Valid,H4,20.5,Found,1997.0,35.8895,-114.192,"(35.889500, -114.192000)",US-NV
765,Hub,11921,Valid,L5,6452.0,Found,1991.0,34.54,-102.59433,"(34.540000, -102.594330)",US-TX
766,Hueco Tanks,11923,Valid,L6,314.0,Found,1985.0,31.91667,-106.15,"(31.916670, -106.150000)",US-NM
767,Hueco Tanks (b),11924,Valid,H5,150.0,Found,1985.0,31.91667,-106.15,"(31.916670, -106.150000)",US-NM
768,Hugo (stone),11983,Valid,H5,80.0,Found,1936.0,39.13333,-103.48333,"(39.133330, -103.483330)",US-CO
769,Hugoton,11984,Valid,H5,350000.0,Found,1927.0,37.2,-101.35,"(37.200000, -101.350000)",US-KS
770,Huizopa,11985,Valid,"Iron, IVA",140000.0,Found,1907.0,28.9,-108.56667,"(28.900000, -108.566670)",
771,Hunter,11987,Valid,LL5,74600.0,Found,1962.0,36.56,-97.66667,"(36.560000, -97.666670)",US-OK
772,Huntsman,11988,Valid,H4,14500.0,Found,1910.0,41.18333,-103.0,"(41.183330, -103.000000)",US-NE
773,Hyattville,52755,Valid,L6,8911.0,Found,2008.0,44.33823,-107.67405,"(44.338230, -107.674050)",US-WY
774,Idalia,11998,Valid,H,7400.0,Found,1968.0,39.695,-102.295,"(39.695000, -102.295000)",US-CO
775,Ider,11999,Valid,"Iron, IIIAB",140000.0,Found,1957.0,34.68333,-85.65,"(34.683330, -85.650000)",US-AL
776,Illinois Gulch,12024,Valid,"Iron, ungrouped",2500.0,Found,1899.0,46.68333,-112.55,"(46.683330, -112.550000)",US-ID
777,Imlay,52855,Valid,L5,770.0,Found,2009.0,40.74018,-118.17285,"(40.740180, -118.172850)",US-NV
778,Imperial,12026,Valid,H4,4.0,Found,1908.0,32.86667,-115.58333,"(32.866670, -115.583330)",US-CA
779,Indian Valley,12029,Valid,"Iron, IIAB",14100.0,Found,1887.0,36.93333,-80.5,"(36.933330, -80.500000)",US-VA
780,Indianola,12030,Valid,L5,4000.0,Found,1939.0,40.23333,-100.41667,"(40.233330, -100.416670)",US-NE
781,Ingalls,12033,Valid,H6,226.0,Found,1937.0,37.83333,-100.45,"(37.833330, -100.450000)",US-KS
782,Inman,12036,Valid,L/LL3.4,7250.0,Found,1966.0,38.25,-97.66667,"(38.250000, -97.666670)",US-KS
783,Ioka,12040,Valid,L3.5,31500.0,Found,1931.0,40.25,-110.08333,"(40.250000, -110.083330)",US-UT
784,Iredell,12046,Valid,"Iron, IIAB",1500.0,Found,1898.0,31.96667,-97.86667,"(31.966670, -97.866670)",US-TX
785,Iron River,12048,Valid,"Iron, IVA",1420.0,Found,1889.0,46.07944,-88.55972,"(46.079440, -88.559720)",US-WI
786,Ivanpah,12062,Valid,"Iron, IIIAB",58000.0,Found,1880.0,35.33333,-115.31667,"(35.333330, -115.316670)",US-NV
787,Jackson County,12066,Valid,"Iron, IIIAB",450.0,Found,1846.0,36.41667,-85.5,"(36.416670, -85.500000)",US-TN
788,Jamestown,12071,Valid,"Iron, IVA",4000.0,Found,1885.0,46.61667,-98.5,"(46.616670, -98.500000)",US-ND
789,Jaralito,12073,Valid,"Iron, IAB-MG",11138.0,Found,1977.0,26.26583,-103.885,"(26.265830, -103.885000)",US-TX
790,Jay Bird Springs,47731,Valid,Pallasite,292.0,Found,2003.0,32.133333,-82.983333,"(32.133333, -82.983333)",US-GA
791,Jenkins,12080,Valid,"Iron, IAB-MG",55400.0,Found,1946.0,36.82444,-93.76111,"(36.824440, -93.761110)",US-MO
792,Jenny's Creek,12081,Valid,"Iron, IAB-MG",12000.0,Found,1883.0,37.9,-82.38333,"(37.900000, -82.383330)",US-VA
793,Jerome (Idaho),12082,Valid,L,6800.0,Found,1954.0,42.63333,-114.83333,"(42.633330, -114.833330)",US-ID
794,Jerome (Kansas),12083,Valid,L4,29600.0,Found,1894.0,38.76667,-100.73333,"(38.766670, -100.733330)",US-KS
795,Joe Wright Mountain,12174,Valid,"Iron, IIIAB",42600.0,Found,1884.0,35.76667,-91.5,"(35.766670, -91.500000)",US-AR
796,Johannesburg,55765,Valid,H4,63.0,Found,2012.0,35.37788,-117.63728,"(35.377880, -117.637280)",US-NV
797,Johnson City,12197,Valid,L6,10400.0,Found,1937.0,37.55,-101.68333,"(37.550000, -101.683330)",US-KS
798,Jonah,12200,Valid,H5,1304.0,Found,1963.0,30.625,-97.53333,"(30.625000, -97.533330)",US-TX
799,Jonesboro,12201,Valid,"Iron, IVA",30.0,Found,1891.0,36.3,-82.46667,"(36.300000, -82.466670)",US-TN
800,Juanita de Angeles,12204,Valid,H5,85000.0,Found,1992.0,28.41667,-105.08333,"(28.416670, -105.083330)",US-TX
801,Julesburg,12208,Valid,L3.6,57900.0,Found,1983.0,39.975,-102.26667,"(39.975000, -102.266670)",US-CO
802,Junction,12212,Valid,L5,241.0,Found,1932.0,30.5,-99.83333,"(30.500000, -99.833330)",US-TX
803,Jungo 001,50762,Valid,L6,70.7,Found,2007.0,40.89055,-118.36278,"(40.890550, -118.362780)",US-NV
804,Jungo 002,50763,Valid,H6,27.8,Found,2007.0,40.89805,-118.35388,"(40.898050, -118.353880)",US-NV
805,Jungo 003,50764,Valid,H6,29.1,Found,2007.0,40.95805,-118.35305,"(40.958050, -118.353050)",US-NV
806,Kackley,45966,Valid,H4,1368.0,Found,2006.0,39.71633,-97.8545,"(39.716330, -97.854500)",US-KS
807,Kaffir (a),12223,Valid,L5,1874.9,Found,1965.0,34.62333,-101.91667,"(34.623330, -101.916670)",US-TX
808,Kaffir (b),12224,Valid,H4,3500.0,Found,1966.0,34.67167,-101.815,"(34.671670, -101.815000)",US-TX
809,Kaffir (c),12225,Valid,L6,7947.0,Found,1980.0,34.67167,-101.815,"(34.671670, -101.815000)",US-TX
810,Kaffir (d),12226,Valid,L5,26760.0,Found,1981.0,34.67167,-101.815,"(34.671670, -101.815000)",US-TX
811,Kennard,12279,Valid,H5,8200.0,Found,1961.0,41.48333,-96.16667,"(41.483330, -96.166670)",US-NE
812,Kalkaska,12234,Valid,"Iron, IIIAB",9399.0,Found,1947.0,44.64694,-85.13667,"(44.646940, -85.136670)",US-MI
813,Kalvesta,12237,Valid,H4,10000.0,Found,1968.0,38.08333,-100.25,"(38.083330, -100.250000)",US-KS
814,Kansas City (1903),12248,Valid,H5,36000.0,Found,1903.0,39.1,-94.63333,"(39.100000, -94.633330)",US-KS
815,Kansas State University,30739,Valid,H4,301.0,Found,2004.0,39.27556,-96.25944,"(39.275560, -96.259440)",US-KS
816,Karval,12265,Valid,H5,1104.0,Found,1936.0,38.71667,-103.51667,"(38.716670, -103.516670)",US-CO
817,Kaufman,12267,Valid,L5,23000.0,Found,1893.0,32.58333,-96.41667,"(32.583330, -96.416670)",US-TX
818,Kearney,12269,Valid,H5,10000.0,Found,1934.0,40.68333,-99.06667,"(40.683330, -99.066670)",US-NE
819,Keen Mountain,12271,Valid,"Iron, IIAB",6690.0,Found,1950.0,37.21667,-82.0,"(37.216670, -82.000000)",US-VA
820,Kelly,12273,Valid,LL4,44300.0,Found,1937.0,40.46667,-103.03333,"(40.466670, -103.033330)",US-NE
821,Kendall County,12274,Valid,"Iron, IAB-ung",21000.0,Found,1887.0,29.4,-98.5,"(29.400000, -98.500000)",US-TX
822,Kenna,12277,Valid,Ureilite,10900.0,Found,1972.0,33.9,-103.55333,"(33.900000, -103.553330)",US-NM
823,Kenna (b),12278,Valid,L5,453.0,Found,1972.0,33.70833,-103.76667,"(33.708330, -103.766670)",US-NM
824,Kenton County,12280,Valid,"Iron, IIIAB",194000.0,Found,1889.0,38.81667,-84.6,"(38.816670, -84.600000)",US-KY
825,Keyes,12287,Valid,L6,142000.0,Found,1939.0,36.71667,-102.5,"(36.716670, -102.500000)",US-OK
826,Keystone Lake,57290,Valid,L5,787.0,Found,2003.0,36.28402,-96.43701,"(36.284020, -96.437010)",US-TX
827,Kimble County,12311,Valid,H6,153800.0,Found,1918.0,30.41667,-99.4,"(30.416670, -99.400000)",US-TX
828,King Tut,12315,Valid,L5,19.51,Found,1997.0,35.92333,-114.10167,"(35.923330, -114.101670)",US-NV
829,Kingfisher,12317,Valid,L5,8180.0,Found,1950.0,35.83333,-97.93333,"(35.833330, -97.933330)",US-TX
830,Kingston,12318,Valid,"Iron, ungrouped",12900.0,Found,1891.0,32.9,-107.73333,"(32.900000, -107.733330)",US-NM
831,Klamath Falls,12330,Valid,"Iron, IIIF",17000.0,Found,1952.0,42.16667,-121.85,"(42.166670, -121.850000)",US-OR
832,Knowles,12334,Valid,"Iron, IIIAB",161000.0,Found,1903.0,36.9,-100.21667,"(36.900000, -100.216670)",US-OK
833,Kofa,12339,Valid,"Iron, IAB-sHH",490.0,Found,1893.0,33.5,-114.0,"(33.500000, -114.000000)",US-AZ
834,Kokomo,12340,Valid,"Iron, IVB",1800.0,Found,1862.0,40.48333,-86.36667,"(40.483330, -86.366670)",US-IN
835,Kossuth,12350,Valid,"Iron, IVA",5900.0,Found,1975.0,40.66667,-84.35,"(40.666670, -84.350000)",US-OH
836,Kramer Creek,12354,Valid,L4,2300.0,Found,1966.0,38.3925,-104.17667,"(38.392500, -104.176670)",US-CO
837,Kress (a),12358,Valid,L6,12500.0,Found,1951.0,34.35833,-101.73,"(34.358330, -101.730000)",US-TX
838,Kress (b),12359,Valid,L4,2600.0,Found,1966.0,34.35833,-101.73,"(34.358330, -101.730000)",US-TX
839,Kress (c),12360,Valid,L6,5600.0,Found,1978.0,34.33833,-101.71667,"(34.338330, -101.716670)",US-TX
840,Kress (d),12361,Valid,H5,57.0,Found,1994.0,34.38333,-101.71667,"(34.383330, -101.716670)",US-TX
841,Krider,12362,Valid,H6,2386.0,Found,1978.0,34.46667,-103.92167,"(34.466670, -103.921670)",US-NM
842,Kumiva Valley,12376,Valid,H5,30.15,Found,2001.0,40.37972,-119.08639,"(40.379720, -119.086390)",US-NV
843,Kyle,12389,Valid,L6,7780.0,Found,1965.0,29.975,-97.86667,"(29.975000, -97.866670)",US-TX
844,La Ci̩nega,51052,Valid,H6,7632.0,Found,2007.0,30.20186,-111.93587,"(30.201860, -111.935870)",
845,La Esmeralda,12398,Valid,L6,483.0,Found,1999.0,27.06667,-103.43333,"(27.066670, -103.433330)",US-TX
846,La Grange,12399,Valid,"Iron, IVA",50800.0,Found,1860.0,38.4,-85.36667,"(38.400000, -85.366670)",US-KY
847,La Lande,12400,Valid,L5,30000.0,Found,1933.0,34.45,-104.13333,"(34.450000, -104.133330)",US-NM
848,La Luz,48962,Valid,H4,4798.0,Found,2005.0,33.00383,-105.85083,"(33.003830, -105.850830)",US-NM
849,La Porte,12401,Valid,"Iron, IIIAB",14540.0,Found,1900.0,41.6,-86.71667,"(41.600000, -86.716670)",US-IN
850,La Villa,12405,Valid,H4,19800.0,Found,1956.0,26.27167,-97.90167,"(26.271670, -97.901670)",US-TX
851,Lac Dodon,12409,Valid,"Iron, IAB complex",800.0,Found,1993.0,45.95,-73.91667,"(45.950000, -73.916670)",
852,Ladder Creek,12410,Valid,L6,35100.0,Found,1937.0,38.61667,-101.63333,"(38.616670, -101.633330)",US-KS
853,Lafayette (stone),12412,Valid,Martian (nakhlite),800.0,Found,1931.0,40.41667,-86.88333,"(40.416670, -86.883330)",US-IN
854,Lahoma,12432,Valid,L5,21800.0,Found,1963.0,36.38333,-98.08333,"(36.383330, -98.083330)",US-TX
855,Lake Murray,12446,Valid,"Iron, IIAB",270000.0,Found,1933.0,34.1,-97.0,"(34.100000, -97.000000)",US-TX
856,Laketon,12448,Valid,L6,3600.0,Found,1937.0,35.56667,-100.66667,"(35.566670, -100.666670)",US-TX
857,Lakeview,12449,Valid,H4,1238.0,Found,1970.0,34.53333,-101.7,"(34.533330, -101.700000)",US-TX
858,Lakewood,12450,Valid,L6,46500.0,Found,1955.0,32.62972,-104.35,"(32.629720, -104.350000)",US-NM
859,Lamesa,12452,Valid,"Iron, IAB-sLM",16900.0,Found,1981.0,32.88333,-101.88333,"(32.883330, -101.883330)",US-TX
860,Lamont,12453,Valid,Mesosiderite,38690.0,Found,1940.0,38.07778,-96.02639,"(38.077780, -96.026390)",US-KS
861,Lancaster County,12454,Valid,Iron,13000.0,Found,1903.0,40.66667,-96.75,"(40.666670, -96.750000)",US-NE
862,Landes,12457,Valid,"Iron, IAB-MG",69800.0,Found,1930.0,38.9,-79.18333,"(38.900000, -79.183330)",US-VA
863,Landreth Draw,12459,Valid,H5,,Found,1955.0,37.25,-98.13333,"(37.250000, -98.133330)",US-KS
864,Lanton,12463,Valid,"Iron, IIIAB",13780.0,Found,1932.0,36.53333,-91.8,"(36.533330, -91.800000)",US-MO
865,Larned,50998,Valid,Aubrite-an,28100.0,Found,1977.0,38.1995,-99.162,"(38.199500, -99.162000)",US-KS
866,Lasher Creek,12735,Valid,Iron,639.5,Found,1948.0,42.83333,-74.5,"(42.833330, -74.500000)",US-NY
867,Laughlin,53492,Valid,H5,10.0,Found,2008.0,35.16867,-114.455,"(35.168670, -114.455000)",US-NV
868,Laurens County,12741,Valid,"Iron, ungrouped",2150.0,Found,1857.0,34.5,-82.03333,"(34.500000, -82.033330)",US-NC
869,Lawrence,12744,Valid,L6,515.0,Found,1928.0,38.96667,-95.16667,"(38.966670, -95.166670)",US-KS
870,Lazbuddie,12746,Valid,LL5,8600.0,Found,1970.0,34.5,-102.75,"(34.500000, -102.750000)",US-TX
871,Lea County 001,12750,Valid,H5,498.0,Found,1988.0,32.03333,-103.15,"(32.033330, -103.150000)",US-NM
872,Lea County 002,12751,Valid,K3,11.0,Found,1988.0,32.03333,-103.16667,"(32.033330, -103.166670)",US-NM
873,Lea County 003,12752,Valid,H4,4.91,Found,1999.0,32.04333,-103.15333,"(32.043330, -103.153330)",US-NM
874,Leander,12753,Valid,L4,760.0,Found,1940.0,30.6,-97.9,"(30.600000, -97.900000)",US-TX
875,Lemmon,12762,Valid,H5,6680.0,Found,1984.0,45.93333,-102.18333,"(45.933330, -102.183330)",US-SD
